molecule_chembl_id,canonical_smiles,standard_value
CHEMBL1807603,O=C(NCCN1CCCC1)c1ccc(-c2cnc3ccc(NCC4CC4)nn23)cc1,71.0
CHEMBL1807604,Cc1cc(C(=O)NCCN(C)C)ccc1-c1cnc2ccc(NCC3CC3)nn12,20000.0
CHEMBL1807605,Cc1cc(-c2cnc3ccc(NCC4CC4)nn23)ccc1C(=O)NCCN(C)C,1900.0
CHEMBL1807606,CN(C)CCNC(=O)c1ccc(-c2cnc3ccc(NCC4CC4)nn23)cc1F,300.0
CHEMBL1807607,O=C(NCCN1CCCC1)c1ccc(-c2cnc3ccc(NCC4CC4)nn23)cc1F,140.0
CHEMBL1807608,O=C(NC[C@@H]1CCCN1)c1ccc(-c2cnc3ccc(NCC4CC4)nn23)cc1F,64.0
CHEMBL1807609,O=C(NC[C@@H]1C[C@@H](F)CN1)c1ccc(-c2cnc3ccc(NCC4CC4)nn23)cc1F,27.0
CHEMBL1807610,O=C(NC[C@@H]1CCCN1)c1ccc(-c2cnc3ccc(NCC4CC4)nn23)cc1Cl,410.0
CHEMBL1807611,CN(C)CCNC(=O)c1ccc(-c2cnc3ccc(NCC4CC4)nn23)nc1,200.0
CHEMBL1807612,O=C(NCCN1CCCC1)c1ccc(-c2cnc3ccc(NCC4CC4)nn23)nc1,140.0
CHEMBL1807613,O=C(NCCN1CCCC1)c1ccc(-c2cnc3ccc(NCC4CC4)nn23)cn1,680.0
CHEMBL1806509,CN(C)CCNC(=O)c1ccc(-c2cnc3ccc(NCC4CC4)nn23)s1,2000.0
CHEMBL1807614,CN(C)CCNC(=O)c1ccc(-c2cnc3ccc(NCC4CC4)nn23)o1,19000.0
CHEMBL1807615,CCCNc1ccc2ncc(-c3ccc(C(=O)NC[C@@H]4C[C@@H](F)CN4)c(F)c3)n2n1,64.0
CHEMBL1807616,CCCCNc1ccc2ncc(-c3ccc(C(=O)NC[C@@H]4C[C@@H](F)CN4)c(F)c3)n2n1,19.0
CHEMBL1807617,CCCCCNc1ccc2ncc(-c3ccc(C(=O)NC[C@@H]4C[C@@H](F)CN4)c(F)c3)n2n1,26.0
CHEMBL1807618,O=C(NC[C@@H]1C[C@@H](F)CN1)c1ccc(-c2cnc3ccc(NC4CCC4)nn23)cc1F,17.0
CHEMBL1807619,O=C(NC[C@@H]1C[C@@H](F)CN1)c1ccc(-c2cnc3ccc(NC4CCCC4)nn23)cc1F,16.0
CHEMBL1807620,CSCCNc1ccc2ncc(-c3ccc(C(=O)NC[C@@H]4C[C@@H](F)CN4)c(F)c3)n2n1,97.0
CHEMBL1807621,CSCCCNc1ccc2ncc(-c3ccc(C(=O)NC[C@@H]4C[C@@H](F)CN4)c(F)c3)n2n1,61.0
CHEMBL1807622,O=C(NC[C@@H]1C[C@@H](F)CN1)c1ccc(-c2cnc3ccc(NCCCF)nn23)cc1F,120.0
CHEMBL1807623,O=C(NC[C@@H]1C[C@@H](F)CN1)c1ccc(-c2cnc3ccc(NCCCCF)nn23)cc1F,43.0
CHEMBL1807624,O=C(NC[C@@H]1C[C@@H](F)CN1)c1ccc(-c2cnc3ccc(NCCCCCF)nn23)cc1F,29.0
CHEMBL1650061,c1ccc(Nc2ncccn2)cc1,667000.0
CHEMBL389685,c1cnc2[nH]ccc2c1,667000.0
CHEMBL132416,N#Cc1ccc(Nc2nccc(-c3ccc(S(=O)(=O)N4CCNCC4)cc3)n2)cc1,44.0
CHEMBL520308,Cc1cc2c(-c3ccc(S(=O)(=O)N(C)CCO)cc3)ccnc2[nH]1,15.0
CHEMBL1650061,c1ccc(Nc2ncccn2)cc1,630957.34
CHEMBL389685,c1cnc2[nH]ccc2c1,630957.34
CHEMBL183703,N#Cc1c(C2CCCNC2)cc(-c2c(O)cccc2OCC2CCC2)nc1N,4.0
CHEMBL181334,CCCOc1cccc(O)c1-c1cc(C2CCCNC2)c(C#N)c(N)n1,5.0
CHEMBL182749,CCCCCOc1cccc(O)c1-c1cc(C2CCCNC2)c(C#N)c(N)n1,6.0
CHEMBL249482,CNc1nc2cc(-c3cccc(CCNS(N)(=O)=O)c3)sc2n2c(C)cnc12,7.0
CHEMBL1831076,CNc1nc2cc(-c3cccc(CC(C)=O)c3)sc2n2c(C)cnc12,8.0
CHEMBL249104,Cc1cnc2c(NCCN)nc3cc(-c4cccc(CO)c4)sc3n12,8.0
CHEMBL400077,CNc1nc2cc(-c3cccc(CN)c3)sc2n2c(C)cnc12,8.0
CHEMBL249902,Cc1cnc2c(NCCN)nc3cc(-c4ccoc4)sc3n12,29.0
CHEMBL399368,CNC(=O)C(N)Cc1cccc(-c2cc3nc(NC)c4ncc(C)n4c3s2)c1,36.0
CHEMBL1831077,COc1ccc(-c2cc(NC(N)=O)c(C(N)=O)s2)cc1,50.0
CHEMBL185509,CCCCCCCOc1cccc(O)c1-c1cc(C2CCNCC2)c(C#N)c(N)n1,50.0
CHEMBL182282,N#Cc1c(C(N)Cc2ccccc2)cc(-c2ccccc2O)nc1N,60.0
CHEMBL1831078,NC(=O)Nc1cc(-c2ccsc2)sc1C(N)=O,63.0
CHEMBL1831079,NC(=O)Nc1cc(-c2cccc(O)c2)sc1C(N)=O,100.0
CHEMBL249900,Cc1cnc2c(NCCN)nc3ccsc3n12,170.0
CHEMBL1831194,COc1cccc(-c2cc(NC(N)=O)c(C(N)=O)s2)c1,300.0
CHEMBL1831195,CC(C)C(O)c1cc(C(=O)Nc2cccc(C#Cc3cc(C(N)=O)c(NC(N)=O)s3)c2)cs1,560.0
CHEMBL352549,N#Cc1c(-c2cccc(NC(=O)CC(N)C(=O)O)c2)cc(-c2ccccc2O)nc1N,600.0
CHEMBL1831196,NC(=O)Nc1sc(C#Cc2cccc(NC(=O)c3cccc(N)c3)c2)cc1C(N)=O,710.0
CHEMBL1831197,NC(=O)Nc1sc(C#Cc2cccc(NC(=O)c3cccc(NC(=O)C(F)(F)F)c3)c2)cc1C(N)=O,980.0
CHEMBL249516,COc1nc2cc(-c3ccccc3)sc2n2c(C)cnc12,1000.0
CHEMBL173050,N#Cc1c(-c2cccc(NC(=O)C3CCC(=O)O3)c2)cc(-c2ccccc2O)nc1N,1500.0
CHEMBL1831198,NC(=O)c1sc(-c2ccccc2)cc1S(=O)(=O)c1ccc(F)cc1,1600.0
CHEMBL383620,NC(=O)c1nc(-c2cc3ccccc3s2)oc1N,4600.0
CHEMBL444884,NC(=O)c1sc(-c2ccc(Cl)cc2)cc1N,6600.0
CHEMBL207028,NC(=O)c1sc(-c2ccccc2)cc1N,8000.0
CHEMBL207987,NC(=O)c1nc(-c2ccccc2)oc1N,11000.0
CHEMBL380073,NC(=O)c1nc(-c2ccc(Cl)cc2)oc1N,14000.0
CHEMBL208516,COc1ccc(-c2nc(C(N)=O)c(N)o2)cc1,18000.0
CHEMBL381932,CN(C)c1cc(-c2ccc(F)cc2)sc1C(N)=O,23500.0
CHEMBL207002,NC(=O)c1ccc(-c2ccc(Cl)cc2)s1,50000.0
CHEMBL182407,N#Cc1c(C2CCCNC2)cc(-c2c(O)cccc2OCC2CC2)nc1N,3.0
CHEMBL1831199,CNC1=Nc2cc(-c3cccc(CCNS(N)(=O)=O)c3)sc2N2C(C)=CNC12,7.0
CHEMBL1831200,CNC1=Nc2cc(-c3cccc(CC(N)=O)c3)sc2N2C(C)=CNC12,8.0
CHEMBL1831201,CNC1=Nc2cc(-c3cccc(CN)c3)sc2N2C(C)=CNC12,8.5
CHEMBL1831202,CNC1=Nc2cc(-c3cccc(CCC(=O)O)c3)sc2N2C(C)=CNC12,9.0
CHEMBL1831203,CNC1=Nc2cc(-c3ccccc3)sc2N2C(C)=CNC12,27.0
CHEMBL1831204,CC1=CNC2C(NCCN3CCCCC3)=Nc3cc(-c4ccccc4)sc3N12,40.0
CHEMBL383723,CNC(=O)Nc1cc(-c2ccccc2)sc1C(N)=O,50.0
CHEMBL184832,N#Cc1c(CCN)cc(-c2ccccc2O)nc1N,70.0
CHEMBL249697,Cc1ccc2nc(NCCN)c3ncc(C)n3c2c1,150.0
CHEMBL179997,CC(N)c1cc(-c2ccccc2O)nc(N)c1C#N,150.0
CHEMBL1831205,CNC(=O)Nc1cc(-c2ccccc2OC)sc1C(N)=O,200.0
CHEMBL1831206,CC(=O)c1cc(C#Cc2cccc(NC(=O)C3CC3)c2)sc1NC(N)=O,273.0
CHEMBL1831207,CNC(=O)Nc1cc(-c2cccc(OC)c2)sc1C(N)=O,300.0
CHEMBL1831208,CC(=O)c1cc(C#Cc2cccc(NC(=O)c3cccc(F)c3)c2)sc1NC(N)=O,331.0
CHEMBL1831209,CC1=CNC2C(N)=Nc3cc(-c4ccccc4)sc3N12,370.0
CHEMBL1831210,CC(=O)c1cc(C#Cc2cccc(NC(=O)c3ccsc3)c2)sc1NC(N)=O,420.0
CHEMBL361171,COc1ccc(-c2cc(C3CCCNC3)c(C#N)c(N)n2)c(O)c1,560.0
CHEMBL1831211,CC(=O)c1cc(C#Cc2cccc(NC(=O)c3ccccc3F)c2)sc1NC(N)=O,620.0
CHEMBL1831212,CC(=O)c1cc(C#Cc2cccc(NC(=O)c3cccc(NC(=O)c4ccccc4)c3)c2)sc1NC(N)=O,964.0
CHEMBL207071,NC(=O)c1sc(-c2ccc(F)cc2)cc1N,5000.0
CHEMBL1831213,CC(=O)c1nc(-c2ccc(C(C)(C)C)cc2)oc1N,6300.0
CHEMBL1831214,NC(=O)Nc1cc(-c2ccccc2)sc1C(N)=O,10300.0
CHEMBL1831215,CC(=O)c1nc(-c2ccc(C)cc2)oc1N,12700.0
CHEMBL1831216,COC(=O)c1sc(-c2ccc(F)cc2)cc1N,30000.0
CHEMBL1831217,C=C(C)Cn1c(SCC(=O)Nc2nccs2)nc2sc3c(c2c1=O)CCC3,
CHEMBL1831218,O=C(CSc1nc2sc3c(c2c(=O)[nH]1)CCCC3)NCc1cccnc1,
CHEMBL1831219,C=CCN1C(=O)/C(=C/c2ccc(C)cc2)N=C1SCC(=O)NCc1ccccc1,
CHEMBL1589439,C=CCN1C(=O)/C(=C\c2ccc(C)cc2)N=C1SCC(=O)NCCC,
CHEMBL1831220,C#CC1=C(N)OC(c2ccccc2)=C(C(=O)OCC)C1c1ccc(Cl)s1,
CHEMBL1831221,Cc1nn(-c2ccccc2)c(C)c1/C=N/NC(=O)c1cccc(Cl)c1,
CHEMBL1831222,Cc1nn(-c2ccccc2)c(C)c1/C=N/NC(=O)c1ccc(Cl)c(Cl)c1,
CHEMBL1831223,Cc1nn(-c2ccccc2)c(Cl)c1/C=N/NC(=O)COc1ccccc1Br,
CHEMBL1311366,COc1ccccc1OCCSc1nc2ccccc2n1CC(O)CO,
CHEMBL1598846,CCCCOc1cccc(OCC(=O)Nc2nc3ccccc3[nH]2)c1,
CHEMBL1831224,COC(=O)c1ccccc1NC(=O)c1cc2c(C)nn(-c3ccccc3)c2s1,
CHEMBL1831225,Cc1cc(SCC(=O)N/N=C/c2c(F)cccc2Cl)c2cccc(C)c2n1,3710.0
CHEMBL1831226,COc1cc(/C=N\NC(=O)CSc2cc(C)nc3ccc(C)cc23)cc(OC)c1OC,
CHEMBL1831227,CCn1c(SCC(=O)Nc2cccc(Cl)c2C)nc2sc(C)c(C)c2c1=O,
CHEMBL1831228,Cc1ccccc1/N=C1/SC(CC(=O)Nc2ccc(Cl)cc2C)C(=O)N1C,
CHEMBL1831229,COC(=O)c1ccc(NC(=O)CC2C(=O)N(C)C(=S)N2Cc2ccc(OC)cc2)cc1,9780.0
CHEMBL471496,Cc1ccc2nc(NCCN)c3ncc(C)n3c2c1.Cl,240.0
CHEMBL1916359,[O-][n+]1ccc2c(-c3ccc(F)cc3Cl)ccnc2c1-c1c(Cl)cccc1Cl,10000.0
CHEMBL1923972,CNc1nc2[nH]c(-c3cccc(CNC(C)=O)n3)cc2c2c1ncn2C,19.0
CHEMBL1923973,CNc1nc2[nH]c(-c3cccc(C(C)NC(C)=O)n3)cc2c2c1ncn2C,16.0
CHEMBL1923973,CNc1nc2[nH]c(-c3cccc(C(C)NC(C)=O)n3)cc2c2c1ncn2C,9.0
CHEMBL1923974,CNc1nc2[nH]c(-c3cccc(C4(NC(C)=O)CC4)n3)cc2c2c1ncn2C,81.0
CHEMBL1923975,CNc1nc2[nH]c(-c3cccc(CN(C)C(C)=O)n3)cc2c2c1ncn2C,14.0
CHEMBL1923976,CCC(=O)NCc1cccc(-c2cc3c(nc(NC)c4ncn(C)c43)[nH]2)n1,44.0
CHEMBL1923977,CNc1nc2[nH]c(-c3cccc(CNC(=O)C(C)(C)C)n3)cc2c2c1ncn2C,66.0
CHEMBL1923978,CNc1nc2[nH]c(-c3cccc(CNC(=O)C4CC4)n3)cc2c2c1ncn2C,33.0
CHEMBL1923979,CNc1nc2[nH]c(-c3cccc(CNC(=O)C4(C)CC4)n3)cc2c2c1ncn2C,41.0
CHEMBL1923980,CNc1nc2[nH]c(-c3cccc(CNC(=O)CC(C)C)n3)cc2c2c1ncn2C,26.0
CHEMBL1923981,CNc1nc2[nH]c(-c3cccc(CNC(=O)c4cnccn4)n3)cc2c2c1ncn2C,23.0
CHEMBL1923982,CNc1nc2[nH]c(-c3cccc(CNC(=O)c4csnn4)n3)cc2c2c1ncn2C,28.0
CHEMBL1923983,CNc1nc2[nH]c(-c3cccc(CNC(=O)COC)n3)cc2c2c1ncn2C,9.0
CHEMBL1923984,CNc1nc2[nH]c(-c3cccc(CNC(=O)CCOC)n3)cc2c2c1ncn2C,12.0
CHEMBL1923985,CNc1nc2[nH]c(-c3cccc(CNC(=O)CO)n3)cc2c2c1ncn2C,13.0
CHEMBL1923986,CNc1nc2[nH]c(-c3cccc(CNC(=O)C(C)(C)O)n3)cc2c2c1ncn2C,12.0
CHEMBL1923987,CNCC(=O)NCc1cccc(-c2cc3c(nc(NC)c4ncn(C)c43)[nH]2)n1,86.0
CHEMBL1923988,CNc1nc2[nH]c(-c3cccc(CNC(=O)CCN(C)C)n3)cc2c2c1ncn2C,5.0
CHEMBL1923989,CNc1nc2[nH]c(-c3cccc(CN(C)C(=O)COC)n3)cc2c2c1ncn2C,19.0
CHEMBL1921823,CNC(=O)N(C)Cc1cccc(-c2cc3c(nc(NC)c4ncn(C)c43)[nH]2)n1,5.7
CHEMBL1923990,CNc1nc2[nH]c(-c3cccc(NC(C)=O)n3)cc2c2c1ncn2C,130.0
CHEMBL1923991,CNc1nc2[nH]c(-c3cccc(NCCOC)n3)cc2c2c1ncn2C,20.0
CHEMBL1923992,CNc1nc2[nH]c(-c3cccc(N(C)CCOC)n3)cc2c2c1ncn2C,438.0
CHEMBL1923993,CNc1nc2[nH]c(-c3cccc(N4CCN(C)CC4)n3)cc2c2c1ncn2C,128.0
CHEMBL1642546,CCNc1nc2sc(-c3cccc([C@H](C)NC(C)=O)c3)nc2c2c1ncn2C,19.0
CHEMBL1642547,CC(=O)N[C@@H](C)c1cccc(-c2nc3c(nc(N)c4ncn(C)c43)s2)c1,13.0
CHEMBL562971,CNc1nc2[nH]c(-c3cccc(CNC(=O)CCOC)c3)cc2c2c1ncn2C,13.0
CHEMBL1923994,CNc1nc2[nH]c(-c3cc(CNC(C)=O)ccn3)cc2c2c1ncn2C,330.0
CHEMBL552183,CNc1nc2[nH]c(-c3cccc(CNC(C)=O)c3)cc2c2c1ncn2C,14.0
CHEMBL1614725,CC(C)(O)CC(=O)NCCn1ccc2ncnc(Nc3ccc(Oc4cccc(C(F)(F)F)c4)c(Cl)c3)c21,10000.0
CHEMBL1929238,CN(C)CCN1CCN(C(=O)c2cc(C(C)(C)C)sc2NC(=O)Nc2cccc(Cl)c2Cl)CCC1=O,30000.0
CHEMBL103667,Cc1ccc(-n2nc(C(C)(C)C)cc2NC(=O)Nc2ccc(OCCN3CCOCC3)c3ccccc23)cc1,30000.0
CHEMBL1933576,CN1CCN(c2ccc(OC(F)(F)F)c(Nc3nccc(-c4cc(C(N)=O)cn4C)n3)c2)CC1,10000.0
CHEMBL1933582,CN1CCN(c2ccc(OC(F)(F)F)c(Nc3nccc(-c4cc5c(n4C)CCNC5=O)n3)c2)CC1,10000.0
CHEMBL1933538,O=C(c1cc2cc(F)ccc2[nH]1)N1C[C@]2(CCN(C3CCCNC3)C2)c2ccccc21,30000.0
CHEMBL1933550,O=C(c1cc2ccc(F)cc2[nH]1)N1C[C@]2(CCN(C3CCNC3)C2)c2ccccc21,30000.0
CHEMBL1933551,C[C@@H]1CCC(N2CC[C@]3(CN(C(=O)c4cc5ccccc5[nH]4)c4ccccc43)C2)CN1,30000.0
CHEMBL1933552,C[C@@H]1CCC(N2CC[C@]3(CN(C(=O)c4cc5ccc(F)cc5[nH]4)c4ccccc43)C2)CN1,30000.0
CHEMBL1957085,COc1ccc(-c2ocnc2C(=O)NCc2ccncc2)cc1,10000.0
CHEMBL220241,CCn1c(-c2nonc2N)nc2cnc(Oc3cccc(NC(=O)c4ccc(OCCN5CCOCC5)cc4)c3)cc21,10000.0
CHEMBL1956071,CCn1c(-c2nonc2N)nc2cncc(C(=O)N3CC[C@H](N)C3)c21,10000.0
CHEMBL1958314,CC(C)=CCc1c(O)cc(O)c2c1O[C@]13C(=C[C@@H]4C[C@H]1C(C)(C)O[C@@]3(CC=C(C)C)C4=O)C2=O,6600.0
CHEMBL1958315,CC(C)=CCc1c(O)cc2c(c1O)C(=O)C1=C[C@@H]3C[C@H]4C(C)(C)O[C@@](CC=C(C)C)(C3=O)[C@@]14O2,10780.0
CHEMBL75267,O=c1cc(-c2ccccc2)oc2c(O)c(O)ccc12,9820.0
CHEMBL1958316,CC(C)=CC[C@@]12OC(C)(C)[C@@H]3C[C@@H](C=C4C(=O)C=C(c5ccccc5)O[C@]431)C2=O,41650.0
CHEMBL1958317,CC(C)=CCc1cc(C2=CC(=O)C3=C[C@@H]4C[C@H]5C(C)(C)O[C@@](CC=C(C)C)(C4=O)[C@@]35O2)ccc1O,25300.0
CHEMBL1958318,CC(C)=CCc1c(O)cc(O)c2c(=O)c3ccccc3oc12,13140.0
CHEMBL1958319,CC(C)=CC[C@@]12OC(C)(C)[C@@H]3C[C@@H](C=C4C(=O)c5ccccc5O[C@]431)C2=O,24160.0
CHEMBL1958320,CC(C)=CC[C@@]12OC(C)(C)[C@@H]3C[C@@H](C=C4C(=O)c5c(O)cccc5O[C@]431)C2=O,8170.0
CHEMBL498233,CC(C)=CC[C@@]12OC(C)(C)[C@@H]3C[C@@H](C=C4C(=O)c5c(O)cc(O)cc5O[C@]431)C2=O,3520.0
CHEMBL1958321,CC(C)=CC[C@@]12OC(C)(C)[C@@H]3C[C@@H](C=C4C(=O)CC(C)O[C@]431)C2=O,40270.0
CHEMBL555017,CC(C)=CCC[C@]1(C)C=Cc2c(O)c3c(c(CC=C(C)C)c2O1)O[C@]12C(=C[C@@H]4C[C@H]1C(C)(C)O[C@@]2(C/C=C(/C)C(=O)O)C4=O)C3=O,3070.0
CHEMBL1938680,O=C(Nc1ccc(N2CCNCC2)cc1)c1ccc(-c2ccc(Cl)cc2)o1,30000.0
CHEMBL2048912,CC(C)(N)C(=O)NCCn1ccc2ncnc(Nc3ccc(Oc4cccc5sncc45)c(Cl)c3)c21,10000.0
CHEMBL2070434,CCN(CC)CCCOc1ccc(N2C(=O)/C(=C/c3ccc(Cl)c(Cl)c3)SC2=S)cc1,9300.0
CHEMBL2070427,CCN(CC)CCCOc1ccc(N2C(=O)/C(=C/C=C(c3ccccc3)c3ccccc3)SC2=S)cc1,14100.0
CHEMBL2070430,CCN(CC)CCCOc1ccc(N2C(=O)/C(=C/c3ccc(Oc4ccc(Cl)cc4)cc3)SC2=S)cc1,15600.0
CHEMBL2070432,CCN(CC)CCCOc1ccc(N2C(=O)/C(=C/c3ccc(Oc4cccc(C(N)=O)c4)cc3)SC2=S)cc1,7300.0
CHEMBL2070433,CCN(CC)CCCOc1ccc(N2C(=O)/C(=C/c3ccc(Oc4ccc(C(N)=O)cc4)cc3)SC2=S)cc1,2600.0
CHEMBL2070410,CCN(CC)CCCOc1ccc(N2C(=O)/C(=C/c3ccc(-c4ccc(C(N)=O)cc4)o3)SC2=S)cc1,3300.0
CHEMBL360077,N#Cc1c(C2CCCNC2)cc(-c2ccccc2O)nc1N,170.0
CHEMBL2070424,CCN(CC)CCOc1ccc(N2C(=O)/C(=C/c3ccc(Oc4ccc(C(N)=O)cc4)cc3)SC2=S)cc1,8700.0
CHEMBL2070426,NC(=O)c1cccc(Oc2ccc(/C=C3\SC(=S)N(c4ccc(OCCCN5CCCC5)cc4)C3=O)cc2)c1,6300.0
CHEMBL2070416,NC(=O)c1ccc(Oc2ccc(/C=C3\SC(=S)N(c4ccc(OCCCN5CCCC5)cc4)C3=O)cc2)cc1,1500.0
CHEMBL2070418,NC(=O)c1cccc(Oc2ccc(/C=C3\SC(=S)N(c4ccc(OCCCN5CCCCC5)cc4)C3=O)cc2)c1,6300.0
CHEMBL2070419,NC(=O)c1ccc(Oc2ccc(/C=C3\SC(=S)N(c4ccc(OCCCN5CCCCC5)cc4)C3=O)cc2)cc1,4200.0
CHEMBL2070411,CN1CCN(CCCOc2ccc(N3C(=O)/C(=C/c4ccc(Oc5ccccc5C(N)=O)cc4)SC3=S)cc2)CC1,8500.0
CHEMBL2070412,CN1CCN(CCCOc2ccc(N3C(=O)/C(=C/c4ccc(Oc5cccc(C(N)=O)c5)cc4)SC3=S)cc2)CC1,1500.0
CHEMBL2070413,CN1CCN(CCCOc2ccc(N3C(=O)/C(=C/c4ccc(Oc5ccc(C(N)=O)cc5)cc4)SC3=S)cc2)CC1,350.0
CHEMBL2070414,CN1CCN(CCCCOc2ccc(N3C(=O)/C(=C/c4ccc(Oc5ccc(C(N)=O)cc5)cc4)SC3=S)cc2)CC1,230.0
CHEMBL2070415,CN1CCN(CCCCCOc2ccc(N3C(=O)/C(=C/c4ccc(Oc5ccc(C(N)=O)cc5)cc4)SC3=S)cc2)CC1,160.0
CHEMBL2070438,CCN(CC)CCCOc1ccc(N2C(=O)/C(=C/c3ccc(-c4cccc(C(N)=O)c4)o3)SC2=S)cc1,5700.0
CHEMBL2070439,CCN(CC)CCCOc1ccc(N2C(=O)/C(=C/c3ccc(O)cc3)SC2=S)cc1,23600.0
CHEMBL2148053,CC(C)(C(=O)NCCn1ccc2ncnc(Nc3ccc(Oc4cccc(Cl)c4)c(Cl)c3)c21)S(C)(=O)=O.Cc1ccc(S(=O)(=O)O)cc1,10000.0
CHEMBL520308,Cc1cc2c(-c3ccc(S(=O)(=O)N(C)CCO)cc3)ccnc2[nH]1,794.33
CHEMBL2164427,C[C@@H](CO)NS(=O)(=O)c1ccc(-c2ccnc3[nH]c(C(F)(F)F)cc23)cc1,19.95
CHEMBL2164426,C[C@@H](CO)NS(=O)(=O)c1ccc(-c2ccnc3[nH]c(C4CC4)cc23)cc1,7.943
CHEMBL2164425,Cc1cc2c(-c3ccc(S(=O)(=O)NCC(C)(C)O)cc3)ccnc2[nH]1,10.0
CHEMBL2164424,CC(C)(O)CNS(=O)(=O)c1ccc(-c2ccnc3[nH]c(C4CC4)cc23)cc1,6.31
CHEMBL2164423,CC(C)(C)c1cc2c(-c3ccc(S(=O)(=O)NCCO)cc3)ccnc2[nH]1,19.95
CHEMBL2164422,O=S(=O)(NCCO)c1ccc(-c2ccnc3[nH]c(C4CC4)cc23)cc1,7.943
CHEMBL2164421,CC(C)c1cc2c(-c3ccc(S(=O)(=O)NCCO)cc3)ccnc2[nH]1,7.943
CHEMBL2164420,O=S(=O)(NCCO)c1ccc(-c2ccnc3[nH]c(C(F)(F)F)cc23)cc1,15.85
CHEMBL483557,Cc1cc2c(-c3ccc(S(=O)(=O)NCCO)cc3)ccnc2[nH]1,19.95
CHEMBL2164419,Cc1cc2c(-c3ncc(S(=O)(=O)NC4CCS(=O)(=O)CC4)cn3)ccnc2[nH]1,794.33
CHEMBL2164418,Cc1cc2c(-c3ccc(S(=O)(=O)NC4CCS(=O)(=O)CC4)cn3)ccnc2[nH]1,79.43
CHEMBL2164417,Cc1cc2c(-c3ccc(S(=O)(=O)NC4CCS(=O)(=O)CC4)nc3)ccnc2[nH]1,12.59
CHEMBL2164416,O=S1(=O)CCC(NS(=O)(=O)c2ccc(-c3ccnc4[nH]c(Cn5ccnn5)cc34)cc2)CC1,15.85
CHEMBL2164415,O=S1(=O)CCC(NS(=O)(=O)c2ccc(-c3ccnc4[nH]c(C5CCNCC5)cc34)cc2)CC1,15.85
CHEMBL2164414,CN(C)Cc1cc2c(-c3ccc(S(=O)(=O)NC4CCS(=O)(=O)CC4)cc3)ccnc2[nH]1,19.95
CHEMBL2164413,CC(C)(C)c1cc2c(-c3ccc(S(=O)(=O)NC4CCS(=O)(=O)CC4)cc3)ccnc2[nH]1,7.943
CHEMBL2164412,O=S1(=O)CCC(NS(=O)(=O)c2ccc(-c3ccnc4[nH]c(C5CC5)cc34)cc2)CC1,3.981
CHEMBL2164411,CC(C)c1cc2c(-c3ccc(S(=O)(=O)NC4CCS(=O)(=O)CC4)cc3)ccnc2[nH]1,6.31
CHEMBL2164410,CCc1cc2c(-c3ccc(S(=O)(=O)NC4CCS(=O)(=O)CC4)cc3)ccnc2[nH]1,5.012
CHEMBL483165,Cc1cc2c(-c3ccc(S(=O)(=O)NC4CCS(=O)(=O)CC4)cc3)ccnc2[nH]1,19.95
CHEMBL2164422,O=S(=O)(NCCO)c1ccc(-c2ccnc3[nH]c(C4CC4)cc23)cc1,199.53
CHEMBL520308,Cc1cc2c(-c3ccc(S(=O)(=O)N(C)CCO)cc3)ccnc2[nH]1,39.81
CHEMBL2204532,CN(c1ccc(F)c(NC(=O)c2cccc(OC(C)(C)C#N)c2Cl)c1)c1ccc2nc(NC(=O)C3CC3)sc2n1,8100.0
CHEMBL2208034,O=C(Nc1ccc(-c2ccnc(Nc3ccc(N4CCOCC4)cc3)n2)cc1)[C@H]1CCCN1,375.4
CHEMBL2205637,CC(C)(C)c1ccc(C(=O)Nc2cn3cc(-n4ccnc4)ccc3n2)cc1.Cl,10000.0
CHEMBL2312304,O=C(NCCCN1CCOC1=O)c1cnc(NCc2cc(Cl)ccc2Cl)nc1NC1CCCC1,30000.0
CHEMBL2312303,O=C(NCCCN1CCCC1=O)c1cnc(NCc2cc(Cl)ccc2Cl)nc1NC1CCCC1,30000.0
CHEMBL2312301,COc1ccccc1CNc1ncc(C(=O)NCCCN2CCCC2=O)c(NC2CCCC2)n1,30000.0
CHEMBL2312290,COc1ccc(CCNc2ncc(C(=O)NCCCN3CCCC3=O)c(NC3CCCC3)n2)cc1OC,17260.0
CHEMBL2312654,Cc1cc(-c2cnc(Nc3cc(Cl)cc(Cl)c3)nc2NC2CCC(N(C)C)CC2)on1,30000.0
CHEMBL2312652,CN1CCC(NC(=O)c2cnc(Nc3cc(Cl)cc(Cl)c3)nc2N[C@@H]2COC[C@H]2O)CC1,30000.0
CHEMBL2312649,CN1CCC(NC(=O)c2cnc(Nc3cc(Cl)cc(Cl)c3)nc2NC2CCC(N(C)C)CC2)CC1,30000.0
CHEMBL2312646,CN1CCC(NC(=O)c2cnc(NCc3cc(Cl)ccc3Cl)nc2NC2CCCC2)CC1,30000.0
CHEMBL2312645,COc1ccccc1CNc1ncc(C(=O)NC2CCN(C)CC2)c(NC2CCCC2)n1,30000.0
CHEMBL2333365,Cc1c(C(=O)N2CCOc3ccc(-c4ccc(N)nc4)cc3C2)ccc(S(C)(=O)=O)c1F,10000.0
CHEMBL2338335,CN1C/C(=C\c2ccccn2)C(=O)[C@@H](Cc2ccccn2)C1,15000.0
CHEMBL2338334,CN1C/C(=C\c2ccccn2)C(=O)[C@H](Cc2ccccn2)C1,15000.0
CHEMBL2036343,O=C1/C(=C/c2ccccn2)CSC/C1=C\c1ccccn1,34000.0
